Topic,Representative_Docs
59,"라이더 추적 조회 252만회 넘어 
후원금 보내며 ‘시민 영웅’ 응원 
“범죄 수법 알려줘 예방에 도움” 
“점점 변질돼 무고한 피해 우려” 
“사법 불신 탓 모방범죄 위험”
대학생 강현서(23)씨는 얼마 전부터 길거리 불법촬영(몰카)범을 쫓는 유튜버 채널을 구독하기 시작했다. 강씨는 자신도 불법촬영 피해를 당할 수 있다는 걱정에 일부러 관련 영상을 .."
59,"위법현장 신고 검거 실시간 송출 
 
수십만 구독 수백만 조회 열광 
후원금 보내며 ‘시민 영웅’ 응원 
“범죄 수법 알려줘 예방에 도움” 
“점점 변질돼 무고한 피해 우려” 
“사법 불신 탓 모방범죄 위험”
대학생 강현서(23)씨는 얼마 전부터 길거리 불법촬영(몰카)범을 쫓는 유튜버 채널을 구독하기 시작했다. 강씨는 자신도 불법촬영 피해를 당할 수 있.."
59,"이태원 참사 희생자와 그 가족들에 대해 혐오를 부추기는 말과 행동이 이어지고 있습니다. 4대 종단 종교인들은 최근 시민분향소를 지키며 고통을 삼키고 있는 어느 희생자 어머니가 면전에 쏟아지는 조롱에 충격을 받아 실신하는 사건까지 있었다고 지난 21일 밝혔습니다.

하지만 이는 장삼이사들만의 얘기가 아닙니다. 누구보다 이들을 말려야 할 사람들이 오히려 군.."
60,"20년간 런던을 장악하고 있던 폭력조직의 보스 핀 월리스가 살해당한다. 라이벌 조직의 음모도 아니고, 대단한 킬러의 솜씨도 아니었다. 알바니아 갱단 구역의 낡은 아파트를 찾은 핀에게 총을 쏜 것은, 트레일러에 살고 있는 웰시 트래블러 집단의 청년이다. 우연이나 실수였을까? 아니면 배후에 누군가 있는 것일까? 핀의 아들인 션은 반드시 범인을 찾아, 모든 .."
60,"이탈리아 마피아들에게 코로나 팬데믹(유행병)은 위기가 아닌 기회인 걸까. 코로나 감염증 사태를 틈타 이탈리아에선 마피아가 경제 장악력을 높이며 활개치고 있고, 이같은 범죄 조직의 영향력 확대는 이탈리아뿐 아니라 전세계로 번지고 있다고 미 CNN이 19일(현지 시각) 보도했다.
 
 
 
 
이달 초 이탈리아 메시나의 한 마을에서는 대규모 장례식이 엄수됐.."
60,"이탈리아 최대 조직 은드랑게타

경찰, 근거지 150여곳 동시급습

2500만 유로 상당 자산 압수도



유럽 8개국 경찰이 3일 이탈리아 최대 마피아 조직 ‘은드랑게타’의 근거지 150여 곳을 동시다발적으로 급습해 조직원 100명 이상을 체포했다. ‘유레카 작전’으로 명명된 이번 급습으로 유럽 경찰은 마피아 조직의 마약 밀수와 유통, 돈세탁 방법 등.."
60,"세계에서 가장 큰 범죄 조직 중 하나인 이탈리아 최대 마피아 조직 ‘은드랑게타’가 유럽 전역의 경찰에 소탕돼 조직원 150여명이 체포됐다. 4년 전 벨기에의 코카인 밀수업자로부터 시작된 수사는 이탈리아 독일 프랑스 등 유럽 주요국이 공조하면서 ‘유레카 작전’으로 확대됐고, 유럽 범죄 사상 가장 큰 수사 성과를 올렸다. 은드랑게타의 마약 밀수 및 돈세탁 .."
60,"유럽 8개국 경찰이 3일(현지 시간) 이탈리아 최대 마피아 조직 ‘은드랑게타’의 근거지 150여 곳을 동시다발적으로 급습해 조직원 100명 이상을 체포했다. 중요 인물을 다수 체포한 데 이어 300여억 원에 이르는 자산을 압수했다. 특히, 이번 작전을 통해 ‘은드랑게타’가 어떻게 마약을 밀수하고 돈세탁하는지 밝혀낸 것이 주요 성과로 꼽힌다.



로이터.."
61,"서울 노원구가 스마트도시통합운영센터의 CCTV 모니터링을 통해 마약 거래자를 검거했다. 
 
3일 노원구에 따르면 스마트도시통합운영센터 CCTV 관제 요원은 지난달 30일 오전 1시 5분쯤 아파트 상가 앞에서 지나가는 사람을 두리번거리며 살피는 등 수상한 행동을 하는 남성 A씨를 포착했다. 
 
심상치 않은 상황을 직감한 관제요원은 CCTV를 확대해 A.."
61,"서울 노원구가 스마트도시통합운영센터의 폐쇄회로(CC)TV 모니터링을 통해 마약 거래자를 검거했다고 3일 밝혔다.
구에 따르면 지난달 30일 오전 1시 5분쯤 스마트도시통합운영센터 CCTV 관제요원 김모(48 여)씨의 눈에 아파트 상가 앞에서 수상한 행동을 하는 한 남자가 포착됐다. 김 관제요원은 CCTV를 확대해 이 남자를 따라가며 관찰했다. 16분 뒤.."
61,"지난달 30일 오전 1시5분쯤 서울 노원구 스마트도시통합운영센터의 폐쇄회로(CC)TV 화면에 거동이 수상한 남성이 포착됐다. 이 남성은 중계동 아파트 인근 상가 앞에서 두리번거리며 지나가는 사람을 살피고 있었다. 

이를 유심히 보던 관제요원은 ‘뭔가 수상하다’고 느꼈다. 그는 곧바로 CCTV 화면을 확대해 이 남성의 동선을 따라가면서 유심히 관찰했다..."
61,"심야에 아파트 상가 앞에서 몰래 마약 거래를 하던 사람들이 경찰에 덜미를 잡혔다. 모니터 요원이 CCTV에 찍힌 거래자들의 수상한 행동을 포착한 것이 결정적이었다. 
 
서울 노원구(구청장 오승록)는 스마트도시통합운영센터의 CCTV 모니터링을 통해 마약 거래자를 검거했다고 3일 밝혔다. 지난달 30일 새벽 1시5분쯤 스마트도시통합운영센터 CCTV 관제 .."
61,"서울 노원구 스마트도시통합운영센터가 또 한차례 빛을 발했다. 2011년부터 7000건이 넘는 범죄 예방 검거 실적을 자랑하는 운영센터에서 이번에는 기초 지자체 CCTV 관제센터 가운데 처음으로 마약 거래자를 잡아내는 실적을 거뒀다. 
 
3일 노원구에 따르면 스마트도시통합운영센터를 통해 지난달 말 마약을 거래하던 현행범을 체포했다. 1월 30일 새벽 1.."
62,"주거밀집지역까지 침투해 전문적으로 대마를 재배하고 생산하던 마약사범이 재판에 넘겨졌다. 서울중앙지방검찰청 마약범죄 특별수사팀(팀장 신준호 부장검사)은 마약류 관리에 관한 법률 위반 혐의로 A씨 등 4명을 구속기소했다고 13일 밝혔다. 
 




 대마 재배용 텐트를 촬영한 모습. 사진 서울중앙지검 제공



 


검찰에 따르면, 피고인 A씨와 B씨는.."
62,"경찰청은 양귀비 개화기와 대마 수확기에 맞춰 다음달부터 7월까지 양귀비 대마 불법 재배를 집중 단속한다고 28일 밝혔다. 
 
 경찰에 따르면 지난해 양귀비 불법 재배로 검거된 인원과 압수량이 1032명 10만9108주, 대마는 263명 484주였다. 
 
 양귀비는 진액으로 마약류인 아편을 만들 수 있어 당국 허가를 받지 않은 재배를 금지하고 있다. .."
62,"경북경찰청은 본격적인 양귀비 개화기(4월 6월)와 대마 수확기(6월 7월)를 맞아 경북지역 내 양귀비‧대마 밀경 사범에 대한 집중단속에 나서 한 달 동안 59명을 적발하고 불법으로 재배한 양귀비와 대마 7383주를 압수했다고 21일 밝혔다. 
 
이번 집중단속에서 적발된 피의자들은 모두 마약류취급 승인을 받지 않은 사람들로, 양귀비나 대마를 키우는 행위.."
62,"집 근처 비닐하우스에서 양귀비를 재배한 60대 남성이 경찰에 불구속 입건됐다. 이 남성은 양귀비 2450주를 몰래 기르다 적발됐다. 또 다른 70대 여성은 뒷마당에서 대마 1410주를 키우다 경찰의 단속에 걸렸다. 
 
 경북경찰청은 양귀비 대마 불법 재배 사범에 대한 집중단속에 나서 59명을 적발했다고 21일 밝혔다. 또 불법으로 재배한 양귀비와 대마.."
62,"집 주변 텃밭이나 뒷마당에서 마약용 양귀비와 대마를 재배해 온 59명이 무더기로 경찰에 적발됐다. 
 
경북경찰청은 19일 마약류 취급 승인을 받지 않고 불법으로 주거지 인근 텃밭 비닐하우스나 뒷마당에서 마약용 양귀비와 대마를 키운 혐의(마약류관리법 위반)로 A씨(61) 등 59명을 입건했다. 
 
이들이 불법 재배한 양귀비와 대마는 총 7383주에 달.."
63,"전두환 전 대통령의 손자 전우원(27)씨에 대한 국립과학수사연구원(국과수) 정밀 감정에서 마약 양성 반응이 나온 것으로 알려졌다.
14일 경찰에 따르면 서울경찰청 마약범죄수사대는 최근 국과수로부터 전씨에 대한 마약 정밀 감정 결과를 통보받았다. 앞서 실시된 간이 검사에서는 음성 반응이 나왔으나, 정밀 감정에서는 마약 양성 반응이 나온 것으로 전해졌다.
.."
63,"경찰, 전 씨가 ‘마약 투약’ 지목한 지인 3명 ‘입국 시 통보’ 조치



전두환 전 대통령의 손자 전우원(27) 씨가 마약류를 투약했다는 국립과학수사연구원의 감정 결과가 나왔다.



14일 경찰에 따르면, 서울경찰청 마약범죄수사대는 최근 국과수로부터 전 씨의 마약 투약 여부에 대한 정밀 감정에서 ‘양성’이 나왔다는 결과를 통보받았다.



경찰은 .."
63,"전두환 전 대통령의 손자 전우원(27)씨가 마약류를 투약했다는 국립과학수사연구원의 감정 결과가 나왔다. 
 
 14일 경찰에 따르면 서울경찰청 마약범죄수사대는 최근 국과수로부터 전씨의 마약 정밀 감정에서 양성이 나왔다는 결과를 통보받았다. 
 전직 대통령 고(故) 전두환 씨의 손자 전우원 씨. 연합뉴스 경찰은 지난달 28일 미국에서 입국한 전씨를 인천국.."
63,"전직 대통령 전두환씨의 손자인 전우원씨(27)가 마약류를 투약했다는 국립과학수사연구원(국과수)의 감정 결과가 나왔다.

14일 경찰에 따르면 서울경찰청 마약범죄수사대는 국과수로부터 전씨의 마약 정밀 감정 결과 양성이 나왔다고 통보받았다. 지난달 28일 미국에서 입국한 전씨는 인천국제공항에서 체포된 당일 실시한 간이 검사에서는 음성 판정이 나왔다. 하지만.."
63,"전두환 전 대통령 일가에 대한 폭로성 발언을 이어오고 있는 전 전 대통령의 손자 전우원(27)씨가 마약류를 투약했다는 국립과학수사연구원 감정 결과가 나왔다.
14일 경찰에 따르면 서울경찰청 마약범죄수사대는 최근 국과수로부터 전씨 마약 정밀 감정에서 양성이 나왔다는 결과를 전달받았다.
경찰은 지난달 28일 인천국제공항으로 입국한 전씨를 체포한 뒤 서울청 .."
64,"이탈리아 토스카나주(州) 정부에서 이와 관련한 법안을 최근 상원 사법위원회에 제출해 주목을 받고 있다고 일간 라 레푸블리카가 21일(현지시간) 보도했다. 
 
법안의 취지는 수형자가 교도소 내 별도 구역에 마련된 방에서 최대 24시간 부인 또는 파트너와 함께 시간을 보낼 수 있도록 하자는 것이다. 이 시간 동안에는 교도관이나 경찰 간섭 없이 마치 집에 .."
64,"이탈리아 트라파니의 한 감옥. 뉴스1 이탈리아에서 교도소에 복역 중인 수형자들도 부부 관계를 허용하는 법안이 다시금 주목받고 있는 것으로 알려졌다. 
 
 21일(현지시간) 이탈리아 현지 언론 일간 라 레푸블리카에 따르면 토스카나주 정부는 이와 관련한 법안을 최근 상원 사법위원회에 제출했다. 
 
 법안은 모범 수형자가 교도소 안팎의 별도 구역에 마련된.."
64,"이탈리아 4대 마피아 중 하나인 카모라의 첫 여성 두목 아순타 마레스카가 86세 나이로 사망했다고 영국 일간 가디언 등이 30일(현지시간) 보도했다. 
 
 지역 미인대회 출신으로 '푸페타'(작은 인형)라고도 불렸던 마레스카는 1950년대 중반 18세 나이로 나폴리에서 남편을 죽인 살인범을 총으로 살해해 명성을 얻었다. 
 
 그 살인범은 다름 아닌 카.."
64,"이탈리아 4대 마피아 중 하나인 카모라의 첫 여성 두목 아순타 마레스카(86)가 사망했다고 영국 일간 가디언 등이 지난달 30일(현지 시각) 보도했다. 
 
마레스카는 지역 미인대회에서 우승하며 ‘푸페타(작은 인형)’라고도 불렸다. 1955년 18세 나이로 나폴리에서 당시 카모라의 두목 안토니오 에스포지토를 권총으로 살해했다. 에스포지토는 마레스카의 남.."
64,"이탈리아 4대 마피아 중 하나인 카모라의 첫 여성 두목 아순타 마레스카가 86세 나이로 사망했다.
지난달 30일(현지시간) 영국 일간 가디언 등에 따르면, 마레스카는 악명높은 암거래상의 딸로 태어났다. 그는 지역 미인대회에서 우승하면서 ‘푸페타’(Pupetta, 작은 인형)라고도 불렸다.
마레스카는 18살이던 1955년 자신의 남편을 죽이라고 명령한 것.."
65,"가족을 둘러싼 각종 의혹을 제기하고 자신의 마약 투약에 대해 폭로성 발언을 해 온 전두환 전 대통령의 손자 전우원(27)씨가 28일 입국 직후 마약 투약 혐의로 경찰에 체포됐다.
서울경찰청 마약범죄수사대는 이날 오전 6시쯤 인천국제공항으로 입국한 전씨의 신병을 확보해 서울청 마포청사로 압송했다. 경찰은 전씨를 상대로 모발 소변 검사 등 마약류 투약 혐의.."
65,"마약 투약 혐의로 경찰에 체포된 전직 대통령 고(故) 전두환 씨의 손자 전우원(27) 씨가 29일 오후 석방됐다.



서울경찰청 마약범죄수사대는 이날 오후 7시 55분쯤 피의자 조사를 마무리하고 마포경찰서에서 전 씨를 석방했다. 경찰 조사 36시간 만이다.



경찰은 전날 오전 인천국제공항으로 입국한 전 씨를 체포했다. 구속영장 신청을 고민하던 경찰.."
65,"28일 오전 입국한 전두환 전 대통령 손자 전우원(27)씨가 인천공항에서 경찰에 체포됐다. 
 
서울경찰청 마약범죄수사대는 이날 오전 6시 전씨가 인천국제공항으로 입국한 직후 신병을 확보해 압송했다. 경찰은 최근 전씨를 피의자 신분으로 전환하고 전날 전씨의 체포 압수수색 영장을 발부받았다. 
 
인천공항에서 취재진 앞에 선 전씨는 “저 같은 죄인이 한국.."
